title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_href,analysis_url,duration_ms,time_signature
['Maps'],['Yeah Yeah Yeahs'],['0hDQV9X1Da5JrwhK8gu86p'],0.502,0.941,7,-5.194,1,0.0716,0.000346,0.319,0.553,0.124,119.783,https://api.spotify.com/v1/tracks/0hDQV9X1Da5JrwhK8gu86p,https://api.spotify.com/v1/audio-analysis/0hDQV9X1Da5JrwhK8gu86p,219987,4
"[""Don't Delete The Kisses""]",['Wolf Alice'],['3K94Fd5ZQkPCW8wV6oyk22'],0.604,0.789,5,-6.259,1,0.0273,0.0011,0.828,0.368,0.348,122.032,https://api.spotify.com/v1/tracks/3K94Fd5ZQkPCW8wV6oyk22,https://api.spotify.com/v1/audio-analysis/3K94Fd5ZQkPCW8wV6oyk22,275227,4
['Yellow'],['Coldplay'],['3AJwUDP919kvQ9QcozQPxg'],0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773,4
"[""Nothing's Gonna Hurt You Baby""]",['Cigarettes After Sex'],['3GhsBdS9ulPK3KCdwHRPhG'],0.509,0.331,4,-14.083,1,0.0267,0.272,0.136,0.114,0.0957,96.848,https://api.spotify.com/v1/tracks/3GhsBdS9ulPK3KCdwHRPhG,https://api.spotify.com/v1/audio-analysis/3GhsBdS9ulPK3KCdwHRPhG,286293,4
['Dark Red'],['Steve Lacy'],['3EaJDYHA0KnX88JvDhL9oa'],0.603,0.784,6,-4.023,1,0.062,0.446,8.32e-06,0.119,0.769,172.041,https://api.spotify.com/v1/tracks/3EaJDYHA0KnX88JvDhL9oa,https://api.spotify.com/v1/audio-analysis/3EaJDYHA0KnX88JvDhL9oa,173104,4
['I Wanna Be Yours'],['Arctic Monkeys'],['5XeFesFbtLpXzIVDNQP22n'],0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,183956,4
['Cosmic Love'],['Florence + The Machine'],['0CSTvWUps1YmpQoXXay9ol'],0.524,0.803,9,-5.56,0,0.0366,0.145,0.000191,0.115,0.0827,140.003,https://api.spotify.com/v1/tracks/0CSTvWUps1YmpQoXXay9ol,https://api.spotify.com/v1/audio-analysis/0CSTvWUps1YmpQoXXay9ol,255133,4
"['Archie, Marry Me']",['Alvvays'],['0KVWVuutF9Dn8li4HdyAeU'],0.268,0.829,7,-4.592,1,0.0743,0.00986,0.434,0.142,0.203,117.351,https://api.spotify.com/v1/tracks/0KVWVuutF9Dn8li4HdyAeU,https://api.spotify.com/v1/audio-analysis/0KVWVuutF9Dn8li4HdyAeU,196560,4
['we fell in love in october'],['girl in red'],['6IPwKM3fUUzlElbvKw2sKl'],0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,https://api.spotify.com/v1/tracks/6IPwKM3fUUzlElbvKw2sKl,https://api.spotify.com/v1/audio-analysis/6IPwKM3fUUzlElbvKw2sKl,184154,4
['Everybody Wants to Love You'],['Japanese Breakfast'],['38OvTFIg5ZYRow2sA1jgKo'],0.481,0.876,7,-3.263,1,0.0345,0.408,0.153,0.283,0.682,129.921,https://api.spotify.com/v1/tracks/38OvTFIg5ZYRow2sA1jgKo,https://api.spotify.com/v1/audio-analysis/38OvTFIg5ZYRow2sA1jgKo,132632,4
['Sparks'],['Coldplay'],['7D0RhFcb3CrfPuTJ0obrod'],0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,https://api.spotify.com/v1/tracks/7D0RhFcb3CrfPuTJ0obrod,https://api.spotify.com/v1/audio-analysis/7D0RhFcb3CrfPuTJ0obrod,227093,3
['Apocalypse'],['Cigarettes After Sex'],['3AVrVz5rK8Hrqo9YGiVGN5'],0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,https://api.spotify.com/v1/tracks/3AVrVz5rK8Hrqo9YGiVGN5,https://api.spotify.com/v1/audio-analysis/3AVrVz5rK8Hrqo9YGiVGN5,290147,4
['About You'],['The 1975'],['1fDFHXcykq4iw8Gg7s5hG9'],0.416,0.762,2,-7.385,1,0.0279,0.312,0.804,0.0559,0.461,95.967,https://api.spotify.com/v1/tracks/1fDFHXcykq4iw8Gg7s5hG9,https://api.spotify.com/v1/audio-analysis/1fDFHXcykq4iw8Gg7s5hG9,326491,4
['My Kind of Woman'],['Mac DeMarco'],['6jgkEbmQ2F2onEqsEhiliL'],0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.771,https://api.spotify.com/v1/tracks/6jgkEbmQ2F2onEqsEhiliL,https://api.spotify.com/v1/audio-analysis/6jgkEbmQ2F2onEqsEhiliL,190846,4
['Chasing Cars'],['Snow Patrol'],['5hnyJvgoWiQUYZttV4wXy6'],0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,https://api.spotify.com/v1/tracks/5hnyJvgoWiQUYZttV4wXy6,https://api.spotify.com/v1/audio-analysis/5hnyJvgoWiQUYZttV4wXy6,267960,4
['Electric Love'],['BØRNS'],['2GiJYvgVaD2HtM8GqD9EgQ'],0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,https://api.spotify.com/v1/tracks/2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/audio-analysis/2GiJYvgVaD2HtM8GqD9EgQ,218107,4
['Always Forever'],['Cults'],['2enPRFda84VE2wtI8c86Uf'],0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,https://api.spotify.com/v1/tracks/2enPRFda84VE2wtI8c86Uf,https://api.spotify.com/v1/audio-analysis/2enPRFda84VE2wtI8c86Uf,223747,4
['Fade Into You'],['Mazzy Star'],['1LzNfuep1bnAUR9skqdHCK'],0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,https://api.spotify.com/v1/tracks/1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/audio-analysis/1LzNfuep1bnAUR9skqdHCK,295600,3
['The Night We Met'],['Lord Huron'],['0QZ5yyl6B6utIWkxeBDxQN'],0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,https://api.spotify.com/v1/tracks/0QZ5yyl6B6utIWkxeBDxQN,https://api.spotify.com/v1/audio-analysis/0QZ5yyl6B6utIWkxeBDxQN,208212,3
['Linger'],['The Cranberries'],['0gEyKnHvgkrkBM6fbeHdwK'],0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,https://api.spotify.com/v1/tracks/0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/audio-analysis/0gEyKnHvgkrkBM6fbeHdwK,274707,4
['Francis Forever'],['Mitski'],['5411TEB6tlzvuF5A4oyldr'],0.535,0.448,2,-9.167,1,0.0279,0.00262,1.94e-05,0.115,0.32,101.986,https://api.spotify.com/v1/tracks/5411TEB6tlzvuF5A4oyldr,https://api.spotify.com/v1/audio-analysis/5411TEB6tlzvuF5A4oyldr,149680,4
['Use Somebody'],['Kings of Leon'],['5VGlqQANWDKJFl0MBG3sg2'],0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,https://api.spotify.com/v1/tracks/5VGlqQANWDKJFl0MBG3sg2,https://api.spotify.com/v1/audio-analysis/5VGlqQANWDKJFl0MBG3sg2,230760,4
['Lovefool'],['The Cardigans'],['7aQjPecQdIuNd1sz3KCDhD'],0.704,0.636,9,-6.029,1,0.0252,0.0344,0.0,0.35,0.89,111.845,https://api.spotify.com/v1/tracks/7aQjPecQdIuNd1sz3KCDhD,https://api.spotify.com/v1/audio-analysis/7aQjPecQdIuNd1sz3KCDhD,193953,4
['Juliet'],['Cavetown'],['45ROR8UMn60YEVQnDy0uVF'],0.546,0.586,6,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,https://api.spotify.com/v1/tracks/45ROR8UMn60YEVQnDy0uVF,https://api.spotify.com/v1/audio-analysis/45ROR8UMn60YEVQnDy0uVF,278991,4
['Valentine'],['Laufey'],['6cx5CvFhqN19efStehJqoW'],0.472,0.204,3,-13.065,1,0.0452,0.917,0.0,0.107,0.224,82.51,https://api.spotify.com/v1/tracks/6cx5CvFhqN19efStehJqoW,https://api.spotify.com/v1/audio-analysis/6cx5CvFhqN19efStehJqoW,168907,4
['Loving Is Easy'],['Rex Orange County'],['7ASFZh1D0DPZro7UXUKGmd'],0.756,0.609,3,-7.927,1,0.0544,0.217,0.00482,0.0959,0.537,117.024,https://api.spotify.com/v1/tracks/7ASFZh1D0DPZro7UXUKGmd,https://api.spotify.com/v1/audio-analysis/7ASFZh1D0DPZro7UXUKGmd,155720,4
['Breezeblocks'],['alt-J'],['3n69hLUdIsSa1WlRmjMZlW'],0.615,0.658,5,-7.299,1,0.0343,0.096,0.000911,0.205,0.293,150.093,https://api.spotify.com/v1/tracks/3n69hLUdIsSa1WlRmjMZlW,https://api.spotify.com/v1/audio-analysis/3n69hLUdIsSa1WlRmjMZlW,227080,4
['Skinny Love'],['Bon Iver'],['3B3eOgLJSqPEA0RfboIQVM'],0.592,0.263,4,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,https://api.spotify.com/v1/tracks/3B3eOgLJSqPEA0RfboIQVM,https://api.spotify.com/v1/audio-analysis/3B3eOgLJSqPEA0RfboIQVM,238520,4
['girls'],['girl in red'],['04OSnqlwlBJMvidYccraVz'],0.518,0.447,5,-14.461,1,0.0338,0.23,0.0426,0.171,0.792,150.059,https://api.spotify.com/v1/tracks/04OSnqlwlBJMvidYccraVz,https://api.spotify.com/v1/audio-analysis/04OSnqlwlBJMvidYccraVz,198400,4
['Cariño'],['The Marías'],['55DyBUkjebkcYhDGfEXitR'],0.647,0.385,0,-13.717,0,0.0295,0.402,0.0569,0.117,0.66,113.982,https://api.spotify.com/v1/tracks/55DyBUkjebkcYhDGfEXitR,https://api.spotify.com/v1/audio-analysis/55DyBUkjebkcYhDGfEXitR,258714,4
['This Must Be the Place (Naive Melody) - 2005 Remaster'],['Talking Heads'],['6aBUnkXuCEQQHAlTokv9or'],0.942,0.641,7,-10.15,1,0.0333,0.331,0.179,0.028,0.966,114.443,https://api.spotify.com/v1/tracks/6aBUnkXuCEQQHAlTokv9or,https://api.spotify.com/v1/audio-analysis/6aBUnkXuCEQQHAlTokv9or,296147,4
['Stubborn Love'],['The Lumineers'],['3ekNuTF3UpOvIZCfiejpnC'],0.598,0.56,0,-11.679,1,0.0375,0.607,0.0432,0.196,0.221,115.01,https://api.spotify.com/v1/tracks/3ekNuTF3UpOvIZCfiejpnC,https://api.spotify.com/v1/audio-analysis/3ekNuTF3UpOvIZCfiejpnC,279000,4
['Just like Heaven'],['The Cure'],['76GlO5H5RT6g7y0gev86Nk'],0.43,0.971,9,-3.845,1,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,https://api.spotify.com/v1/tracks/76GlO5H5RT6g7y0gev86Nk,https://api.spotify.com/v1/audio-analysis/76GlO5H5RT6g7y0gev86Nk,212000,4
['I hope that you think of me'],['Pity Party (Girls Club)'],['42LY6qYxu3L6nJ7Dt72gNy'],0.845,0.455,3,-9.857,1,0.045,0.0625,6.41e-05,0.108,0.65,105.0,https://api.spotify.com/v1/tracks/42LY6qYxu3L6nJ7Dt72gNy,https://api.spotify.com/v1/audio-analysis/42LY6qYxu3L6nJ7Dt72gNy,128000,4
['Here Comes Your Man'],['Pixies'],['4IvZLDtwBHmBmwgDIUbuwa'],0.669,0.795,2,-10.865,1,0.0285,0.00772,0.0781,0.401,0.882,124.594,https://api.spotify.com/v1/tracks/4IvZLDtwBHmBmwgDIUbuwa,https://api.spotify.com/v1/audio-analysis/4IvZLDtwBHmBmwgDIUbuwa,201187,4
['Shades Of Cool'],['Lana Del Rey'],['4VSg5K1hnbmIg4PwRdY6wV'],0.262,0.482,2,-6.863,0,0.0302,0.554,0.0161,0.244,0.0878,137.918,https://api.spotify.com/v1/tracks/4VSg5K1hnbmIg4PwRdY6wV,https://api.spotify.com/v1/audio-analysis/4VSg5K1hnbmIg4PwRdY6wV,342093,3
['Only Love'],['Ben Howard'],['2uhEKg8kIzpdvz4gyy6x8W'],0.545,0.485,8,-9.941,1,0.151,0.3,0.00137,0.119,0.341,80.401,https://api.spotify.com/v1/tracks/2uhEKg8kIzpdvz4gyy6x8W,https://api.spotify.com/v1/audio-analysis/2uhEKg8kIzpdvz4gyy6x8W,249173,4
['As the World Caves In'],['Matt Maltese'],['3NM41PVVUr0ceootKAtkAj'],0.327,0.449,10,-5.362,1,0.034,0.369,0.00444,0.22,0.179,123.969,https://api.spotify.com/v1/tracks/3NM41PVVUr0ceootKAtkAj,https://api.spotify.com/v1/audio-analysis/3NM41PVVUr0ceootKAtkAj,218755,4
['First Day of My Life'],['Bright Eyes'],['0eBryM7ePQH3Klt3jz8xZd'],0.596,0.253,1,-14.369,0,0.0349,0.896,5.17e-05,0.102,0.368,95.162,https://api.spotify.com/v1/tracks/0eBryM7ePQH3Klt3jz8xZd,https://api.spotify.com/v1/audio-analysis/0eBryM7ePQH3Klt3jz8xZd,188878,4
"['Flightless Bird, American Mouth']",['Iron & Wine'],['1fEGtTZjrjJW8eUeewnNJR'],0.369,0.403,3,-7.996,1,0.0259,0.827,0.0541,0.106,0.177,154.899,https://api.spotify.com/v1/tracks/1fEGtTZjrjJW8eUeewnNJR,https://api.spotify.com/v1/audio-analysis/1fEGtTZjrjJW8eUeewnNJR,241917,3
['Home - 2019 - Remaster'],['Edward Sharpe & The Magnetic Zeros'],['7KWGfnsUU4Ri46TIvjpAPx'],0.53,0.634,2,-5.759,1,0.0311,0.249,0.000622,0.0979,0.106,111.615,https://api.spotify.com/v1/tracks/7KWGfnsUU4Ri46TIvjpAPx,https://api.spotify.com/v1/audio-analysis/7KWGfnsUU4Ri46TIvjpAPx,306373,4
['girlfriend'],['hemlocke springs'],['0Dl965SLJGi9bB0SrvtPRx'],0.763,0.759,11,-3.925,0,0.0906,0.218,4.24e-05,0.0724,0.964,146.006,https://api.spotify.com/v1/tracks/0Dl965SLJGi9bB0SrvtPRx,https://api.spotify.com/v1/audio-analysis/0Dl965SLJGi9bB0SrvtPRx,133151,4
['Robbers'],['The 1975'],['06cCziAHtDg6pcsidZHu03'],0.621,0.702,4,-6.845,1,0.0295,0.000332,1.49e-05,0.322,0.374,99.808,https://api.spotify.com/v1/tracks/06cCziAHtDg6pcsidZHu03,https://api.spotify.com/v1/audio-analysis/06cCziAHtDg6pcsidZHu03,254510,4
['Let You Down'],['Dawid Podsiadło'],['1qpGMJi0ippCaMUOs7cz2q'],0.326,0.369,0,-8.003,1,0.0272,0.168,0.0477,0.111,0.0776,110.046,https://api.spotify.com/v1/tracks/1qpGMJi0ippCaMUOs7cz2q,https://api.spotify.com/v1/audio-analysis/1qpGMJi0ippCaMUOs7cz2q,227047,4
['Softly'],['Clairo'],['4PvbbMYL4fkToni5BLaYRb'],0.759,0.436,0,-11.233,0,0.0419,0.33,0.0113,0.102,0.782,94.03,https://api.spotify.com/v1/tracks/4PvbbMYL4fkToni5BLaYRb,https://api.spotify.com/v1/audio-analysis/4PvbbMYL4fkToni5BLaYRb,185307,4
['So My Darling - Acoustic'],['Rachel Chinouriri'],['5NtmfJwkA0AXsp2WWHviPn'],0.568,0.238,9,-11.111,1,0.0457,0.907,8.21e-06,0.135,0.563,137.958,https://api.spotify.com/v1/tracks/5NtmfJwkA0AXsp2WWHviPn,https://api.spotify.com/v1/audio-analysis/5NtmfJwkA0AXsp2WWHviPn,228923,4
"[""Lover, You Should've Come Over""]",['Jeff Buckley'],['6Jv7kjGkhY2fT4yuBF3aTz'],0.387,0.595,2,-5.67,1,0.0389,0.361,1.1e-05,0.174,0.151,119.38,https://api.spotify.com/v1/tracks/6Jv7kjGkhY2fT4yuBF3aTz,https://api.spotify.com/v1/audio-analysis/6Jv7kjGkhY2fT4yuBF3aTz,404213,3
['Live Well'],['Palace'],['2H30WL3exSctlDC9GyRbD4'],0.496,0.644,2,-5.385,1,0.0269,0.264,0.0,0.0695,0.435,96.017,https://api.spotify.com/v1/tracks/2H30WL3exSctlDC9GyRbD4,https://api.spotify.com/v1/audio-analysis/2H30WL3exSctlDC9GyRbD4,249840,3
['Sweet Disposition'],['The Temper Trap'],['5RoIXwyTCdyUjpMMkk4uPd'],0.531,0.821,2,-6.812,1,0.0439,0.0701,0.171,0.124,0.34,129.139,https://api.spotify.com/v1/tracks/5RoIXwyTCdyUjpMMkk4uPd,https://api.spotify.com/v1/audio-analysis/5RoIXwyTCdyUjpMMkk4uPd,230800,4
['Such Great Heights - Remastered'],['The Postal Service'],['4G21jWo0Cm6lOIUNnZ2mUI'],0.644,0.808,5,-7.268,1,0.0513,0.0467,0.187,0.0652,0.175,174.98,https://api.spotify.com/v1/tracks/4G21jWo0Cm6lOIUNnZ2mUI,https://api.spotify.com/v1/audio-analysis/4G21jWo0Cm6lOIUNnZ2mUI,266507,4
"[""Don't Worry Baby - Remastered 2001""]",['The Beach Boys'],['1GLmaPfulP0BrfijohQpN5'],0.487,0.464,4,-9.821,1,0.03,0.0666,0.00531,0.105,0.851,121.242,https://api.spotify.com/v1/tracks/1GLmaPfulP0BrfijohQpN5,https://api.spotify.com/v1/audio-analysis/1GLmaPfulP0BrfijohQpN5,169933,4
['Cocoon'],['Catfish and the Bottlemen'],['1B241LRKmK6qDDTZfUajmm'],0.446,0.91,7,-4.481,0,0.0652,0.000254,9.76e-05,0.077,0.325,133.053,https://api.spotify.com/v1/tracks/1B241LRKmK6qDDTZfUajmm,https://api.spotify.com/v1/audio-analysis/1B241LRKmK6qDDTZfUajmm,236887,4
['Into My Arms - 2011 Remastered Version'],['Nick Cave & The Bad Seeds'],['407ltk0BtcZI8kgu0HH4Yj'],0.484,0.0874,0,-17.796,1,0.0394,0.894,0.154,0.11,0.219,94.163,https://api.spotify.com/v1/tracks/407ltk0BtcZI8kgu0HH4Yj,https://api.spotify.com/v1/audio-analysis/407ltk0BtcZI8kgu0HH4Yj,256120,4
['If You Wanna'],['The Vaccines'],['6Ca3uEAuun3HusTUiIXKs1'],0.353,0.866,2,-3.274,1,0.0392,3.03e-05,3e-05,0.295,0.544,165.215,https://api.spotify.com/v1/tracks/6Ca3uEAuun3HusTUiIXKs1,https://api.spotify.com/v1/audio-analysis/6Ca3uEAuun3HusTUiIXKs1,174013,4
['Little Bit'],['Lykke Li'],['0Ps4Eh6SQjeLnubbCsQTDD'],0.819,0.736,7,-6.504,1,0.0416,0.158,0.00161,0.109,0.701,120.318,https://api.spotify.com/v1/tracks/0Ps4Eh6SQjeLnubbCsQTDD,https://api.spotify.com/v1/audio-analysis/0Ps4Eh6SQjeLnubbCsQTDD,273427,4
['Paul'],['Big Thief'],['4AA4xt0NvJCUaJYh9SoZ1y'],0.446,0.263,11,-11.541,1,0.0403,0.199,0.000305,0.109,0.168,123.696,https://api.spotify.com/v1/tracks/4AA4xt0NvJCUaJYh9SoZ1y,https://api.spotify.com/v1/audio-analysis/4AA4xt0NvJCUaJYh9SoZ1y,183895,4
['Angels'],['The xx'],['3zsRP8rH1kaIAo9fmiP4El'],0.424,0.157,9,-18.141,1,0.0428,0.95,0.0593,0.101,0.342,91.537,https://api.spotify.com/v1/tracks/3zsRP8rH1kaIAo9fmiP4El,https://api.spotify.com/v1/audio-analysis/3zsRP8rH1kaIAo9fmiP4El,171653,4
"[""I'll Call You Mine""]",['girl in red'],['6rYgEHuyhO064Lgj48qlIe'],0.612,0.727,4,-5.141,1,0.0492,0.173,5.61e-05,0.273,0.677,119.907,https://api.spotify.com/v1/tracks/6rYgEHuyhO064Lgj48qlIe,https://api.spotify.com/v1/audio-analysis/6rYgEHuyhO064Lgj48qlIe,201946,4
['Seasons (Waiting on You)'],['Future Islands'],['522YBf6WqBwJVAe7oHLymu'],0.498,0.721,10,-5.232,1,0.0282,0.136,0.699,0.0933,0.589,140.022,https://api.spotify.com/v1/tracks/522YBf6WqBwJVAe7oHLymu,https://api.spotify.com/v1/audio-analysis/522YBf6WqBwJVAe7oHLymu,226440,4
"[""I'll Be Your Mirror""]",['The Velvet Underground'],['4PINSJIlBWsnVeveicq1S8'],0.609,0.295,7,-14.933,1,0.0328,0.176,1.86e-06,0.0859,0.279,108.976,https://api.spotify.com/v1/tracks/4PINSJIlBWsnVeveicq1S8,https://api.spotify.com/v1/audio-analysis/4PINSJIlBWsnVeveicq1S8,134040,4
['Friday I’m In Love - Recorded at Spotify Studios NYC'],['Phoebe Bridgers'],['6vC7mF2CXYW6MVF2voO4FU'],0.448,0.123,7,-15.193,1,0.0409,0.948,0.0,0.0816,0.143,123.491,https://api.spotify.com/v1/tracks/6vC7mF2CXYW6MVF2voO4FU,https://api.spotify.com/v1/audio-analysis/6vC7mF2CXYW6MVF2voO4FU,220813,4
['If You Want To'],['beabadoobee'],['7I1kle4TNmkfednJDKo8GR'],0.666,0.527,9,-5.851,1,0.034,0.109,9.02e-05,0.132,0.37,115.979,https://api.spotify.com/v1/tracks/7I1kle4TNmkfednJDKo8GR,https://api.spotify.com/v1/audio-analysis/7I1kle4TNmkfednJDKo8GR,223638,4
['1st Time'],['Bakar'],['4udjo5nLK61pKajakfrndc'],0.801,0.718,2,-7.357,1,0.0421,0.0932,0.0331,0.186,0.758,122.994,https://api.spotify.com/v1/tracks/4udjo5nLK61pKajakfrndc,https://api.spotify.com/v1/audio-analysis/4udjo5nLK61pKajakfrndc,181747,4
['You And I'],['Ingrid Michaelson'],['7aohwSiTDju51QmC54AUba'],0.698,0.285,0,-7.632,1,0.0553,0.927,0.0,0.0883,0.53,135.027,https://api.spotify.com/v1/tracks/7aohwSiTDju51QmC54AUba,https://api.spotify.com/v1/audio-analysis/7aohwSiTDju51QmC54AUba,148400,4
['Sea of Love'],['Cat Power'],['33kKcOJoyNduHwXhEnga8X'],0.585,0.0859,6,-11.478,0,0.0484,0.94,0.0,0.16,0.12,78.54,https://api.spotify.com/v1/tracks/33kKcOJoyNduHwXhEnga8X,https://api.spotify.com/v1/audio-analysis/33kKcOJoyNduHwXhEnga8X,139467,4
['Songbird'],['Oasis'],['2tBxJ43XiwEzhf7Xalc5UG'],0.491,0.561,2,-6.396,1,0.0279,0.274,2.16e-06,0.23,0.543,134.881,https://api.spotify.com/v1/tracks/2tBxJ43XiwEzhf7Xalc5UG,https://api.spotify.com/v1/audio-analysis/2tBxJ43XiwEzhf7Xalc5UG,127600,4
"['So Alright, Cool, Whatever']",['The Happy Fits'],['47rOmlKHPYyMDM3h6L74Sn'],0.685,0.642,0,-5.417,1,0.0372,0.0997,0.0,0.0343,0.763,130.02,https://api.spotify.com/v1/tracks/47rOmlKHPYyMDM3h6L74Sn,https://api.spotify.com/v1/audio-analysis/47rOmlKHPYyMDM3h6L74Sn,191360,4
['Rollerblades'],['Dominic Fike'],['7iSNEgSJYlc42H73xePMLh'],0.566,0.448,4,-8.739,0,0.0799,0.54,7.22e-05,0.0956,0.199,110.802,https://api.spotify.com/v1/tracks/7iSNEgSJYlc42H73xePMLh,https://api.spotify.com/v1/audio-analysis/7iSNEgSJYlc42H73xePMLh,134067,4
['To Be Alone With You'],['Sufjan Stevens'],['12homE4JpBey5cckgoepR7'],0.519,0.163,0,-18.131,0,0.0489,0.926,0.751,0.115,0.356,142.119,https://api.spotify.com/v1/tracks/12homE4JpBey5cckgoepR7,https://api.spotify.com/v1/audio-analysis/12homE4JpBey5cckgoepR7,168040,4
['touch tank'],['quinnie'],['1TgCchWmdmmhGrtsa8NHwY'],0.673,0.497,4,-6.54,1,0.0417,0.358,8.52e-06,0.433,0.476,101.905,https://api.spotify.com/v1/tracks/1TgCchWmdmmhGrtsa8NHwY,https://api.spotify.com/v1/audio-analysis/1TgCchWmdmmhGrtsa8NHwY,179120,4
['Crossfire'],['Brandon Flowers'],['6S8r0pRxRUy3OF3UUtNjdN'],0.571,0.686,6,-6.698,1,0.027,0.00403,0.00108,0.22,0.352,110.021,https://api.spotify.com/v1/tracks/6S8r0pRxRUy3OF3UUtNjdN,https://api.spotify.com/v1/audio-analysis/6S8r0pRxRUy3OF3UUtNjdN,256133,4
['Taking Pictures Of You'],['The Kooks'],['4lMwlBtIrYootJyUTTs3SE'],0.66,0.522,2,-7.754,1,0.0323,0.196,0.0,0.356,0.524,135.825,https://api.spotify.com/v1/tracks/4lMwlBtIrYootJyUTTs3SE,https://api.spotify.com/v1/audio-analysis/4lMwlBtIrYootJyUTTs3SE,161982,4
['Simple Song'],['The Shins'],['48bo7uexDvAThcRDvEB2W7'],0.546,0.878,7,-5.137,1,0.0525,0.0133,0.0,0.135,0.35,119.945,https://api.spotify.com/v1/tracks/48bo7uexDvAThcRDvEB2W7,https://api.spotify.com/v1/audio-analysis/48bo7uexDvAThcRDvEB2W7,255400,4
['I Would Do Anything for You'],['Foster The People'],['5fgb3Md1xjt3mxeBqguiIA'],0.597,0.848,0,-5.841,1,0.0308,0.0372,2.33e-05,0.122,0.437,128.009,https://api.spotify.com/v1/tracks/5fgb3Md1xjt3mxeBqguiIA,https://api.spotify.com/v1/audio-analysis/5fgb3Md1xjt3mxeBqguiIA,214080,4
"[""Baby I'm Yours""]",['Arctic Monkeys'],['6FLqFu1ApSkUddZ9P4H6Io'],0.462,0.595,2,-9.363,1,0.0347,0.215,0.0,0.184,0.64,113.719,https://api.spotify.com/v1/tracks/6FLqFu1ApSkUddZ9P4H6Io,https://api.spotify.com/v1/audio-analysis/6FLqFu1ApSkUddZ9P4H6Io,152613,4
['Make It Wit Chu'],['Queens of the Stone Age'],['6GyDY0yE47rfk8pcuKhioh'],0.708,0.828,9,-5.286,1,0.0286,0.413,0.000104,0.12,0.505,91.977,https://api.spotify.com/v1/tracks/6GyDY0yE47rfk8pcuKhioh,https://api.spotify.com/v1/audio-analysis/6GyDY0yE47rfk8pcuKhioh,290493,4
['1979 - Remastered 2012'],['The Smashing Pumpkins'],['3Y8Ff1nH44jFywAtpgmleZ'],0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,https://api.spotify.com/v1/tracks/3Y8Ff1nH44jFywAtpgmleZ,https://api.spotify.com/v1/audio-analysis/3Y8Ff1nH44jFywAtpgmleZ,266200,4
['Bullet With Butterfly Wings - Remastered 2012'],['The Smashing Pumpkins'],['4qMzPtAZe0C9KWpWIzvZAP'],0.404,0.72,10,-9.18,0,0.0623,5.59e-05,0.836,0.0466,0.475,121.864,https://api.spotify.com/v1/tracks/4qMzPtAZe0C9KWpWIzvZAP,https://api.spotify.com/v1/audio-analysis/4qMzPtAZe0C9KWpWIzvZAP,258467,4
['Plush'],['Stone Temple Pilots'],['3jJZVeExYzVYiV6Y9Fl3DX'],0.423,0.954,7,-3.157,0,0.047,0.0021,0.0,0.177,0.5,144.553,https://api.spotify.com/v1/tracks/3jJZVeExYzVYiV6Y9Fl3DX,https://api.spotify.com/v1/audio-analysis/3jJZVeExYzVYiV6Y9Fl3DX,310347,4
['Disarm - 2011 Remaster'],['The Smashing Pumpkins'],['7A8caPxvrT8ZgLvQPPUCcj'],0.527,0.418,4,-10.205,0,0.0277,0.142,0.781,0.139,0.217,129.517,https://api.spotify.com/v1/tracks/7A8caPxvrT8ZgLvQPPUCcj,https://api.spotify.com/v1/audio-analysis/7A8caPxvrT8ZgLvQPPUCcj,196905,4
